,rotowire_id,sportradar_id,full_name,gsis_id,search_full_name,news_updated,position,rotoworld_id,depth_chart_position,injury_start_date,injury_notes,last_name,espn_id,yahoo_id,sport,pandascore_id,first_name,injury_body_part,stats_id,age,birth_country,number,player_id,weight,status,search_first_name,practice_participation,birth_state,search_last_name,team,oddsjam_id,practice_description,birth_date,search_rank,injury_status,hashtag,swish_id,height,active,high_school,depth_chart_order,fantasy_positions,years_exp,metadata,fantasy_data_id,college,birth_city
11344,17041,53bcdfe0-ec71-11ed-8bf2-e7fff7735d4a,Keytaon Thompson,,keytaonthompson,1685058617468,WR,,,,,Thompson,,,nfl,,Keytaon,,,24,,43,11344,218,Active,keytaon,,,thompson,,,,1998-10-23,9999999,,#keytaonthompson-NFL-FA-43,974075,77,True,Landry-Walker (LA),,['WR'],0,,,Virginia,
3154,10862,366703df-ee7c-4f00-b6a4-ae475956f039,Freddie Bishop,00-0030396,freddiebishop,1532460601748,OLB,,,,,Bishop,16573,900007,nfl,,Freddie,,,31,,49,3154,255,Inactive,freddie,,,bishop,,,,1990-02-25,9999999,,#freddiebishop-NFL-FA-49,,75,False,Carleton Airport (MI),,['LB'],9,,17910,Western Michigan,
4565,,0ca95da1-4969-4a31-8bab-3a03f0fa0b7b,Kenneth Olugbode,,kennetholugbode,,ILB,,,,,Olugbode,3052120,30544,nfl,,Kenneth,,,26,,49,4565,220,Active,kenneth,,,olugbode,,,,1995-09-19,9999999,,#kennetholugbode-NFL-FA-49,,73,True,Bellarmine Prep (WA),,['LB'],5,,19449,Colorado,
3602,,744d6431-9e95-4e39-b3e2-9df195dbbda9,Daniel Dillon,,danieldillon,,LS,,,,,Dillon,,29573,nfl,,Daniel,,,25,,48,3602,235,Inactive,daniel,,,dillon,,,,1993-05-03,9999999,,#danieldillon-NFL-FA-48,,"6'3""",False,,,['LS'],0,,18387,Campbell,
6171,13490,16da963d-a300-4d72-8e4d-7771196c03e9,Cody Thompson, 00-0035164,codythompson,1701377136124,WR,,LWR,,,Thompson,3126115,32367,nfl,,Cody,,833514,27,,13,6171,205,Active,cody,,,thompson,SEA,895FFC335818,,1996-01-11,9999999,,#codythompson-NFL-SEA-13,833514,74,True,Huron (OH),7,['WR'],4,{'rookie_year': '2019'},20963,Toledo,
2,5809,fcaa51ea-0923-4afc-a7cf-22e47a14acf4,Jeremy Zuttah,,jeremyzuttah,,C,4836,,,,Zuttah,11317,8860,nfl,,Jeremy,,,34,,64,2,300,Inactive,jeremy,,,zuttah,,,,1986-06-01,9999999,,#jeremyzuttah-NFL-FA-64,,"6'4""",False,Stevens (NJ),,['OL'],12,,127,Rutgers,
3689,11351,,Alex Cooper,,alexcooper,,C,,C,,,Cooper,,29701,nfl,,Alex,,,26,,64,3689,300,Inactive,alex,,,cooper,,,,1991-12-18,9999999,,#alexcooper-NFL-FA-64,,"6'4""",False,,3,['OL'],0,,18489,Houston,
3996,,,Matt Burke,,mattburke,,,12153,,,,Burke,,,nfl,,Matt,,,,,0,3996,,Inactive,matt,,,burke,,,,,9999999,,#mattburke-NFL-FA-0,,,False,,,,0,,18833,,
4551,12353,47520723-6d02-4c3b-b786-a7dfcea15efc,Tanner Gentry,00-0033633,tannergentry,1673987122360,WR,12470,,,,Gentry,3043841,30720,nfl,,Tanner,,728964,28,,87,4551,209,Active,tanner,,,gentry,,,,1994-12-18,9999999,,#tannergentry-NFL-FA-87,728964,74,True,Grandview (CO),,['WR'],6,,19431,Wyoming,
2315,10147,14263792-d1d3-4b0c-85f7-2a85b4aed6f1,Todd Gurley,00-0032241,toddgurley,1630347335122,RB,10288,,,,Gurley,2977644,28398,nfl,,Todd,,694641,27,,21,2315,224,Active,todd,,,gurley,,,,1994-08-03,27,,#toddgurley-NFL-FA-21,,73,True,Tarboro (NC),,['RB'],7,,16771,Georgia,
7164,15099,bf1b2d30-a06c-4d29-8119-cce826360ed7,Jackson Dennis,,jacksondennis,,OL,,,,,Dennis,,33075,nfl,,Jackson,,,24,,0,7164,308,Active,jackson,,,dennis,,,,1997-02-11,9999999,,#jacksondennis-NFL-FA-0,,79,True,Jesuit (FL),,['OL'],2,,22165,Holy Cross,
4436,12236,2a578fcd-2caf-49ba-8306-88b3ec5a4c7c,Patrick Gamble,,patrickgamble,,DE,,,,,Gamble,2971497,30572,nfl,,Patrick,,,27,,0,4436,277,Active,patrick,,,gamble,,,,1994-02-02,9999999,,#patrickgamble-NFL-FA-0,,77,True,Central Carroll (GA),,['DL'],5,,19297,Georgia Tech,
7959,15718,01e8d2da-0d00-4016-aa36-0a9f9415b224,Augie Contressa,,augiecontressa,,DB,,,,,Contressa,,,nfl,,Augie,,,,,37,7959,210,Active,augie,,,contressa,TB,,,,,,#augiecontressa-NFL-TB-37,,72,True,Commack (NY),,['DB'],1,{'rookie_year': '2021'},,Stony Brook,
1748,9009,dbdd3f14-29a4-4060-a04e-2af906eaab8b,Taylor Boggs,,taylorboggs,,G,,,,,Boggs,14725,25437,nfl,,Taylor,,,33,,57,1748,302,Inactive,taylor,,,boggs,,,,1987-02-20,9999999,,#taylorboggs-NFL-FA-57,,"6'3""",False,Upland (CA),,['OL'],9,,15749,Humboldt State,
7609,15266,0752f1c9-fc3e-44bc-b6ad-03f8f7f4191c,Demetric Felton,,demetricfelton,1693515625133,RB,,,,,Felton,,,nfl,,Demetric,,,25,,34,7609,185,Active,demetric,,,felton,CIN,CB8627C732E8,,1998-07-16,521,,#demetricfelton-NFL-CIN-34,914812,69,True,Great Oak (CA),,['RB'],2,{'rookie_year': '2021'},,UCLA,
8590,16361,2e967c70-ca63-11ec-bdda-4fe5bed84950,Jacub Panasiuk,,jacubpanasiuk,,DE,,DL,,,Panasiuk,,,nfl,,Jacub,,,23,,0,8590,255,Active,jacub,,,panasiuk,,,,1999-06-14,9999999,,#jacubpanasiuk-NFL-FA-0,1057469,76,True,Lake Park West (IL),,['DL'],1,{'years_exp_shift': '1'},,Michigan State,
8542,16545,151a3910-c966-11ec-9af6-61153bad5574,Tristin McCollum,,tristinmccollum,1659551728210,DB,,,,,McCollum,,,nfl,,Tristin,,,24,,36,8542,195,Active,tristin,,,mccollum,PHI,1A21DEB3E8B9,,1999-05-03,9999999,,#tristinmccollum-NFL-PHI-36,1057771,75,True,Ball (TX),,['DB'],1,{'rookie_year': '2022'},,Sam Houston State,
3330,10979,16cbc76a-3cdb-496e-95dd-6d0098808800,Fahn Cooper,,fahncooper,,OT,,,,,Cooper,2574339,29408,nfl,,Fahn,,,28,,64,3330,306,Active,fahn,,,cooper,,,,1993-04-30,9999999,,#fahncooper-NFL-FA-64,,77,True,Crystal Lake South (IL),,['OL'],6,,18091,Mississippi,
3286,11163,46b16198-116f-4913-85db-2bc21462bd66,Demarcus Robinson,00-0032775,demarcusrobinson,1701114015857,WR,11438,LWR,,,Robinson,3043116,29360,nfl,,Demarcus,,727279,29,,15,3286,203,Active,demarcus,,,robinson,LAR,4EF590933FAA,,1994-09-21,9999999,,#demarcusrobinson-NFL-LAR-15,727279,73,True,Peach County (GA),4,['WR'],7,{'rookie_year': '2016'},18047,Florida,
3431,11664,d4112c0c-0d35-4e66-953c-ced7d94ed56e,Michael Caputo,,michaelcaputo,,OLB,,,,,Caputo,2576428,29839,nfl,,Michael,,,,,27,3431,205,Inactive,michael,,,caputo,,,,,9999999,,#michaelcaputo-NFL-FA-27,,"6'1""",False,,,['LB'],0,,18195,Wisconsin,
8938,14646,0c335820-9505-11ed-b971-3962699b1229,Nathan Rourke,,nathanrourke,1698172830223,QB,,,,,Rourke,,,nfl,,Nathan,,,25,,12,8938,210,Active,nathan,,,rourke,JAX,7C77E9E6FA41,,1998-05-24,624,,#nathanrourke-NFL-JAX-12,1049888,73,True,Edgewood Academy (AL),,['QB'],0,{'rookie_year': '2023'},,Ohio,
ARI,,,,,,,DEF,,,,,Cardinals,,,nfl,,Arizona,,,,,,ARI,,,,,,,ARI,,,,,,,,,True,,,['DEF'],,,,,
4046,11839,11cad59d-90dd-449c-a839-dddaba4fe16c,Patrick Mahomes,00-0033873,patrickmahomes,1701065709244,QB,12142,QB,,,Mahomes,3139477,30123,nfl,,Patrick,,839031,28,,15,4046,225,Active,patrick,,,mahomes,KC,B671C99CB711,,1995-09-17,2,,#patrickmahomes-NFL-KC-15,839031,74,True,Whitehouse (TX),1,['QB'],6,{'rookie_year': '2017'},18890,Texas Tech,
592,,,Jahvid Best,,jahvidbest,,RB,5630,,,,Best,,,nfl,,Jahvid,,,29,,44,592,199,Inactive,jahvid,,,best,,,,1989-01-30,9999999,,#jahvidbest-NFL-FA-44,,"5'10""",False,,,['RB'],3,,11373,California,
6687,14310,e22127ac-1bc7-4f68-bc34-6e20f82a4c24,Jake Gervase, 00-0035609,jakegervase,1678931732408,LB,,LB,,,Gervase,3144988,32603,nfl,,Jake,,,27,,54,6687,212,Active,jake,,,gervase,,,,1995-09-18,9999999,,#jakegervase-NFL-FA-54,861676,73,True,Assumption (IA),,['LB'],4,,21588,Iowa,
484,,2d7263cd-2437-46a8-bca6-a224576e3063,Steve Weatherford,,steveweatherford,,P,,,,,Weatherford,10127,8050,nfl,,Steve,,,37,,3,484,210,Inactive,steve,,,weatherford,,,,1982-12-17,9999999,,#steveweatherford-NFL-FA-3,,"6'2""",False,North Vigo (IN),,['P'],14,,9814,Illinois,
8131,16033,f9279edb-cfa7-4f7d-91df-b81cbf3e133e,Isaiah Likely,,isaiahlikely,1701081912057,TE,,TE,,,Likely,,,nfl,,Isaiah,,,23,,80,8131,241,Active,isaiah,,,likely,BAL,52ED3346AB9C,,2000-04-18,244,,#isaiahlikely-NFL-BAL-80,1125111,76,True,Everett (MA),1,['TE'],1,{'rookie_year': '2022'},,Coastal Carolina,
10867,17040,7d80dd50-e9f5-11ed-9c34-3f26f2e7ed88,Jake Bobo,,jakebobo,1701243952897,WR,,LWR,,,Bobo,,,nfl,,Jake,,,25,,19,10867,207,Active,jake,,,bobo,SEA,29722AF545D1,,1998-08-04,392,,#jakebobo-NFL-SEA-19,1121050,76,True,Belmont Hill School (MA),4,['WR'],0,{'rookie_year': '2023'},,UCLA,
1381,8711,25a4ae85-e94b-4db1-b939-4c96f24ead11,John Simon,00-0030442,johnsimon,1637709643326,LB,8547,DL,,,Simon,16010,26752,nfl,,John,,,31,,96,1381,260,Active,john,,,simon,,,,1990-10-14,9999999,,#johnsimon-NFL-FA-96,509112,74,True,Cardinal Mooney (OH),,"['LB', 'DL']",9,{'injury_override_regular_2020_5': 'COV'},14904,Ohio State,
3390,11027,d57ef862-8cb9-4f27-a294-f86eb26b6cce,Lachlan Edwards,00-0032449,lachlanedwards,1636416932373,P,,P,,,Edwards,3061740,29469,nfl,,Lachlan,,,30,,10,3390,210,Active,lachlan,,,edwards,,,,1992-04-27,9999999,,#lachlanedwards-NFL-FA-10,751951,76,True,Mornington (VIC),,['P'],6,,18151,Sam Houston State,
1814,9287,4c12aa37-07aa-46c9-9890-a5ba23f693fa,Cyrus Kouandjio,00-0031335,cyruskouandjio,1543953654729,T,9395,,,,Kouandjio,16796,27572,nfl,,Cyrus,,,28,,79,1814,322,Inactive,cyrus,,,kouandjio,,,,1993-07-21,9999999,,#cyruskouandjio-NFL-FA-79,,79,False,DeMatha Catholic (MD),,['OL'],8,,15999,Alabama,
8348,16071,2e49dfd3-44e3-4554-a81c-de2f53460cc7,Kerby Joseph,,kerbyjoseph,1700003435990,DB,,FS,,,Joseph,,,nfl,,Kerby,,,23,,31,8348,203,Active,kerby,,,joseph,DET,AE580C62FEE9,,2000-11-14,422,,#kerbyjoseph-NFL-DET-31,1122561,73,True,Jones (FL),1,['DB'],1,{'rookie_year': '2022'},,Illinois,
5690,13192,69296b92-561f-4b57-b1db-c97f1431b0e8,Al-Rasheed Benton,,alrasheedbenton,,ILB,,,,,Benton,3052687,31629,nfl,,Al-Rasheed,,,27,,0,5690,238,Active,alrasheed,,,benton,,,,1994-12-10,9999999,,#alrasheedbenton-NFL-FA-0,,73,True,Shabazz,,['LB'],4,,20280,West Virginia,
7143,14832,c744ade6-bce2-4c71-8f1b-742cb183c8eb,Ben DiNucci,,bendinucci,1693451419896,QB,,,,,DiNucci,3895785,32901,nfl,,Ben,,,27,,11,7143,215,Active,ben,,,dinucci,DEN,9E0E5B71D3D4,,1996-11-24,662,,#bendinucci-NFL-DEN-11,879277,74,True,Pine-Richland (PA),,['QB'],3,{'rookie_year': '2020'},22146,James Madison,
10922,16969,b8192dc2-d5a9-4ff6-a0f3-eeb9fc6d9aa6,Wanya Morris,,wanyamorris,1690408821469,OL,,OL,,,Morris,,,nfl,,Wanya,,,23,,64,10922,317,Active,wanya,,,morris,KC,1966684316B8,,2000-10-10,9999999,,#wanyamorris-NFL-KC-64,1161814,78,True,Grayson (GA),,['OL'],0,{'rookie_year': '2023'},,Oklahoma,
3322,11114,42bb4895-bdfb-40e2-8119-f5b06611bf1b,D.J. Reader,00-0032424,djreader,1670040026610,DT,11459,RDT,,,Reader,2977670,29400,nfl,,D.J.,,,29,,98,3322,335,Active,dj,,,reader,CIN,73AD6B74C96B,,1994-07-01,9999999,,#djreader-NFL-CIN-98,653110,75,True,Grimsley (NC),1,['DL'],7,{'rookie_year': '2016'},18083,Clemson,
6958,14823,9e9d2934-a273-4e39-a413-d991d083297b,Mike Danna,,mikedanna,1698802237152,DE,,RDE,,,Danna,3915487,32847,nfl,,Mike,,,26,,51,6958,257,Active,mike,,,danna,KC,6BE925261591,,1997-12-01,9999999,,#mikedanna-NFL-KC-51,865782,74,True,Warren De La Salle (MI),1,['DL'],3,{'rookie_year': '2020'},22095,Michigan,
3816,11542,5a1b445b-2a7b-483e-8a3e-b42c4d76e383,Brandon Brown-Dukes,,brandonbrowndukes,,RB,,,,,Brown-Dukes,4012719,29903,nfl,,Brandon,,915350,29,,38,3816,200,Active,brandon,,,browndukes,,,,1992-04-29,9999999,,#brandonbrowndukes-NFL-FA-38,,68,True,,,['RB'],6,,18632,Mercyhurst,
8257,,,Player Invalid,,playerinvalid,,QB,,,,,Invalid,,,nfl,,Player,,,,,,8257,,Inactive,player,,,invalid,,,,,,,#playerinvalid-NFL-FA,,,False,,,['QB'],0,,,,
5878,13425,3e6e15ce-1c81-408e-9a94-b0a2924d0b8c,N'Keal Harry, 00-0035624,nkealharry,1701208248006,WR,14055,,,,Harry,4047839,31864,nfl,,N'Keal,,910431,25,,13,5878,225,Active,nkeal,,,harry,,22416DD64B73,,1997-12-17,9999999,,#nkealharry-NFL-FA-13,910431,76,True,Chandler (AZ),,['WR'],4,{'rookie_year': '2019'},20792,Arizona State,
296,3001,acc3b2c7-d229-41c6-bee6-0cc0c5c0cf29,Terrell Suggs,00-0022161,terrellsuggs,1582317335434,LB,2237,,,,Suggs,4468,6346,nfl,,Terrell,,,39,,94,296,265,Active,terrell,,,suggs,,,,1982-10-11,9999999,,#terrellsuggs-NFL-FA-94,,75,True,Hamilton (AZ),,"['LB', 'DL']",19,,7383,Arizona State,
4834,12377,c1e6281e-8f7c-4fe1-a1a5-b281a4fefaf9,Rodney Butler,,rodneybutler,,LB,,,,,Butler,3053997,30944,nfl,,Rodney,,,,,46,4834,240,Active,rodney,,,butler,,,,,9999999,,#rodneybutler-NFL-FA-46,,73,True,Palm Springs,,['LB'],5,,19737,New Mexico State,
5676,13254,3422e0da-2496-4e8c-b716-599b5782a567,Kyle Queiro,00-0034566,kylequeiro,,ILB,,,,,Queiro,3045249,31292,nfl,,Kyle,,,27,,0,5676,230,Active,kyle,,,queiro,,,,1994-12-18,9999999,,#kylequeiro-NFL-FA-0,,74,True,Bergen Catholic,,"['LB', 'DB']",4,,20205,Northwestern,
11280,17235,c3c08060-eb74-11ed-aecd-85bc826ed43e,Brady Russell,,bradyrussell,1695252039782,TE,,TE,,,Russell,,,nfl,,Brady,,,25,,38,11280,250,Active,brady,,,russell,SEA,AFDD0190F5C7,,1998-08-31,577,,#bradyrussell-NFL-SEA-38,1064955,75,True,Fossil Ridge (CO),4,['TE'],0,{'rookie_year': '2023'},,Colorado,
5519,13219,0a63f97d-9cc2-44d0-b65a-ac2e78db73f9,Tavierre Thomas,00-0034488,tavierrethomas,1699327834683,DB,,NB,,,Thomas,4334405,31321,nfl,,Tavierre,,,27,,4,5519,205,Active,tavierre,,,thomas,HOU,98F744C38BC4,,1996-03-11,9999999,,#tavierrethomas-NFL-HOU-4,1115407,70,True,Allen Academy (MI),1,['DB'],5,{'rookie_year': '2018'},20217,Ferris State,
2250,9413,c406f27e-0bd9-4ac9-b18b-07cd74bfdd32,Ed Stinson,,edstinson,1510615801895,DT,,,,,Stinson,16840,27688,nfl,,Ed,,508668,30,,97,2250,287,Inactive,ed,,,stinson,,,,1990-02-15,9999999,,#edstinson-NFL-FA-97,,"6'3""",False,South Dade (FL),,['DL'],6,,16655,Alabama,
4122,11793,92c2dfb2-6929-4192-94cb-9ae6845dd2f6,Dan Feeney,00-0033910,danfeeney,1698621629259,OL,12257,OL,,,Feeney,2979482,30184,nfl,,Dan,,,29,,67,4122,310,Active,dan,,,feeney,CHI,294EE4B651CB,,1994-05-29,9999999,,#danfeeney-NFL-CHI-67,696087,76,True,Sandburg (IL),,['OL'],6,{'rookie_year': '2017'},18968,Indiana,
1004,,c8e9990a-9d89-411c-9d99-c0afa7eaef8c,Ben Tate,,bentate,,RB,,,,,Tate,13210,,nfl,,Ben,,,29,,44,1004,220,Inactive,ben,,,tate,,,,1988-08-21,9999999,,#bentate-NFL-FA-44,,"5'11""",False,,,['RB'],5,,13557,Auburn,
8770,16502,2b686e80-d2e9-11ec-96a0-c3471a31202c,Malik Williams,,malikwilliams,1654274742041,WR,,,,,Williams,,,nfl,,Malik,,,24,,0,8770,185,Active,malik,,,williams,,,,1999-01-14,9999999,,#malikwilliams-NFL-FA-0,975350,70,True,Chester Senior (SC),,['WR'],1,{'years_exp_shift': '1'},,Appalachian State,
8674,,cd141ff0-cc9e-11ec-952e-a10f2c98fc4d,Daniel Whelan,,danielwhelan,,P,,P,,,Whelan,,,nfl,,Daniel,,,24,,19,8674,216,Active,daniel,,,whelan,GB,A68AE15B4CBC,,1999-02-10,9999999,,#danielwhelan-NFL-GB-19,,77,True,Rancho Mirage (CA),,['P'],1,{'rookie_year': '2022'},,UC Davis,
1350,8946,c3028465-9dce-4e8f-9f1b-2da73bce2d14,Jonathan Meeks,,jonathanmeeks,,SS,,,,,Meeks,15956,26766,nfl,,Jonathan,,,30,,36,1350,209,Inactive,jonathan,,,meeks,,,,1989-11-08,9999999,,#jonathanmeeks-NFL-FA-36,,"6'0""",False,Rock Hill (SC),,['DB'],7,,14869,Clemson,
4184,11694,aad59ab5-1450-465d-96a6-fb10a9fca368,Bucky Hodges,00-0033966,buckyhodges,1573600255184,TE,12275,,,,Hodges,3045466,30314,nfl,,Bucky,,742420,26,,0,4184,245,Active,bucky,,,hodges,,,,1995-08-08,9999999,,#buckyhodges-NFL-FA-0,,78,True,Virginia Beach Salem (VA),,['TE'],5,,19030,Virginia Tech,
5155,13224,89751c60-6b8c-43ff-a7fa-edf7ffb2a699,Corey Willis,00-0034493,coreywillis,,WR,,,,,Willis,3044711,31327,nfl,,Corey,,729691,26,,83,5155,172,Active,corey,,,willis,,,,1995-05-02,9999999,,#coreywillis-NFL-FA-83,,70,True,Holland,,['WR'],4,,20082,Central Michigan,
1272,8531,e699246f-a474-4f91-a164-49b1d80bdad7,Craig Robertson,00-0028834,craigrobertson,1578539449382,LB,,,,,Robertson,14860,25689,nfl,,Craig,,,33,,52,1272,234,Inactive,craig,,,robertson,,,,1988-02-11,696,,#craigrobertson-NFL-FA-52,,73,True,Stafford (TX),,['LB'],10,,14711,North Texas,
8329,16006,95490459-68e2-4c72-bb60-eae1aab0ecb3,Devin Lloyd,,devinlloyd,1700538614499,LB,,RILB,,,Lloyd,,,nfl,,Devin,,,25,,33,8329,235,Active,devin,,,lloyd,JAX,6DC19EA2875B,,1998-09-30,287,,#devinlloyd-NFL-JAX-33,1052311,75,True,Otay Ranch (CA),1,['LB'],1,{'rookie_year': '2022'},,Utah,
1339,8781,de3421f7-2147-4835-89a5-724e87bad463,Zach Ertz,00-0030061,zachertz,1701367554489,TE,8409,TE,,Strain,Ertz,15835,26658,nfl,,Zach,Quadriceps,503177,33,,86,1339,250,Inactive,zach,,,ertz,ARI,F0CCDCCFD735,,1990-11-10,216,Questionable,#zachertz-NFL-ARI-86,503177,77,True,Monte Vista (CA),,['TE'],10,{'rookie_year': '2013'},14856,Stanford,
1952,9676,513caa63-d30d-4cde-b605-8cf825a4ef27,Andre Hal,00-0031087,andrehal,1554248138033,FS,9628,,,,Hal,17467,27744,nfl,,Andre,,555644,29,,29,1952,195,Inactive,andre,,,hal,,,,1992-05-30,9999999,,#andrehal-NFL-FA-29,,70,False,Port Allen (LA),,['DB'],8,,16203,Vanderbilt,
11143,17469,505878c0-e84b-11ed-a535-5d75c0812cf9,Kelechi Anyalebechi,,kelechianyalebechi,,LB,,LB,,,Anyalebechi,,,nfl,,Kelechi,,,22,,54,11143,240,Active,kelechi,,,anyalebechi,,,,2000-09-15,9999999,,#kelechianyalebechi-NFL-FA-54,1121999,72,True,Shadow Creek (TX),,['LB'],0,,,Incarnate Word,
4473,,d149dad5-b0b6-45fe-be2b-68479b1295d1,Alex Gray,,alexgray,,FS,,,,,Gray,2973659,30474,nfl,,Alex,,,28,,0,4473,225,Active,alex,,,gray,,,,1993-09-15,9999999,,#alexgray-NFL-FA-0,,75,True,Peachtree Ridge (GA),,['DB'],5,,19341,Appalachian State,
11527,17645,6aaeb570-0012-11ee-bd2a-47809b928f9a,Jordan Swann,,jordanswann,1692579361355,CB,,DB,,,Swann,,,nfl,,Jordan,Undisclosed,,24,,33,11527,194,Inactive,jordan,,,swann,,,,1999-02-25,9999999,Questionable,#jordanswann-NFL-FA-33,1056757,70,True,St. Frances Academy (MD),,['DB'],0,,,James Madison,
4736,12521,0d48b2af-aed0-49be-9945-6c091040206b,Eric Nzeocha,00-0034008,ericnzeocha,1546274444570,OLB,,,,,Nzeocha,2976179,30881,nfl,,Eric,,,28,,46,4736,218,Inactive,eric,,,nzeocha,,,,1993-04-01,9999999,,#ericnzeocha-NFL-FA-46,,75,True,,,['LB'],5,,19651,Wyoming,
328,5787,a5210045-10f8-4f59-9547-675fd0f27840,Kellen Davis,,kellendavis,,TE,,,,,Davis,11392,8935,nfl,,Kellen,,264657,34,,47,328,265,Inactive,kellen,,,davis,,,,1985-10-11,9999999,,#kellendavis-NFL-FA-47,,"6'7""",False,Adrian (MI),,['TE'],12,,8142,Michigan State,
2855,,36073f13-1b2c-4a7d-90d8-306d269935fd,Steve Miller,,stevemiller,,DE,,,,,Miller,2576391,28734,nfl,,Steve,,,25,,76,2855,255,Inactive,steve,,,miller,,,,1992-02-28,9999999,,#stevemiller-NFL-FA-76,,"6'3""",False,,,['DL'],0,,17323,Ohio State,
3239,11087,dac819b2-245f-4845-a73e-b6f92fbe3abb,Bronson Kaufusi,00-0033117,bronsonkaufusi,1630520460191,TE,11381,TE,,,Kaufusi,2980444,29304,nfl,,Bronson,,695300,30,,45,3239,270,Active,bronson,,,kaufusi,GB,,,1991-07-06,405,,#bronsonkaufusi-NFL-GB-45,695300,78,True,Timpview (UT),,['TE'],6,,18000,BYU,
1960,10001,02eb6a66-8d0d-42a4-a2c9-10e028908910,Marcus Williams, 00-0031151,marcuswilliams,1547849159614,CB,,,,,Williams,2508192,28204,nfl,,Marcus,,559857,30,,31,1960,196,Inactive,marcus,,,williams,,,,1991-03-24,9999999,,#marcuswilliams-NFL-FA-31,,71,False,Hopkins (MN),,['DB'],8,,16214,North Dakota State,
3788,11561,8ac8cc85-6599-4956-819e-0887ccb72993,Tanner McEvoy, 00-0032475,tannermcevoy,1564595722763,WR,,,,,McEvoy,2577684,29825,nfl,,Tanner,,604926,28,,87,3788,230,Inactive,tanner,,,mcevoy,,,,1993-01-26,9999999,,#tannermcevoy-NFL-FA-87,,78,False,Bergen Catholic (NJ),,['WR'],6,,18602,Wisconsin,
2222,9241,e78261de-af00-4530-824c-500addbe9f98,Austin Seferian-Jenkins,00-0031418,austinseferianjenkins,1584374115144,TE,9400,,,,Seferian-Jenkins,16795,27566,nfl,,Austin,,593347,29,,88,2222,262,Inactive,austin,,,seferianjenkins,,,,1992-09-29,9999999,,#austinseferianjenkins-NFL-FA-88,,77,False,Gig Harbor (WA),,['TE'],8,,16608,Washington,
5703,13309,7ecb04f9-b8b7-419b-9f73-8a7f55804074,Deontez Alexander, 00-0034715,deontezalexander,1660699219475,WR,,,,,Alexander,4055563,31705,nfl,,Deontez,,952047,26,,82,5703,180,Active,deontez,,,alexander,,,,1996-07-25,9999999,,#deontezalexander-NFL-FA-82,952047,75,True,Manual (IN),,['WR'],4,,20626,Franklin,
8384,15943,76d1f310-5877-42d1-99b2-b9ab4b8d826b,Zyon McCollum,,zyonmccollum,1701143420339,DB,,RCB,,,McCollum,,,nfl,,Zyon,,,24,,27,8384,199,Active,zyon,,,mccollum,TB,D6975239F216,,1999-05-03,9999999,,#zyonmccollum-NFL-TB-27,1057770,74,True,Ball (TX),2,['DB'],1,{'rookie_year': '2022'},,Sam Houston State,
5414,13049,d753a8d1-abb0-404a-ae73-ae8beab3d28f,Bijhon Jackson,00-0034552,bijhonjackson,1578437742922,NT,,,,,Jackson,3128698,31681,nfl,,Bijhon,,,26,,0,5414,339,Active,bijhon,,,jackson,,,,1995-11-06,9999999,,#bijhonjackson-NFL-FA-0,,73,True,El Dorado (AR),,['DL'],4,,20432,Arkansas,
511,6812,52b93a85-f011-4049-8268-cd4de896b6e2,Marlon Moore,,marlonmoore,,WR,,,,,Moore,13616,24280,nfl,,Marlon,,286417,33,,15,511,190,Inactive,marlon,,,moore,,,,1987-09-03,9999999,,#marlonmoore-NFL-FA-15,,"6'0""",False,Natomas (CA),,['WR'],10,,10961,Fresno State,
2407,10284,b167835a-3f62-4755-9acd-319c5a3903e3,Daryl Williams,00-0031567,darylwilliams,1647267912862,OL,10498,OL,,,Williams,2514244,28490,nfl,,Daryl,,,29,,75,2407,330,Active,daryl,,,williams,BUF,,,1992-08-31,9999999,,#darylwilliams-NFL-BUF-75,542899,78,True,Lake Dallas (TX),,['OL'],7,,16863,Oklahoma,
5882,13507,1cccc54a-c168-4359-bfbc-30556db0ca73,Taylor Rapp, 00-0035663,taylorrapp,1700845236421,DB,14078,SS,,,Rapp,4039007,31893,nfl,,Taylor,Neck,,25,,20,5882,208,Active,taylor,,,rapp,BUF,26696768CE43,,1997-12-22,9999999,Out,#taylorrapp-NFL-BUF-20,913599,72,True,Sehome (WA),2,['DB'],4,{'rookie_year': '2019'},20919,Washington,
6686,,1e2bbdff-9e08-438f-8506-cafe83066222,Joe Horn,,joehorn,,WR,,,,,Horn,,,nfl,,Joe,,,27,,87,6686,174,Active,joe,,,horn,,,,1994-09-16,9999999,,#joehorn-NFL-FA-87,,70,True,Peachtree Ridge,,['WR'],3,,8079,Missouri Western,
5595,13415,8564968a-505e-4954-81a3-3d288204cf91,Step Durham,00-0034327,stepdurham,1554327050244,CB,,,,,Durham,3116618,31521,nfl,,Step,,,26,,47,5595,194,Active,step,,,durham,,,,1995-06-10,9999999,,#stepdurham-NFL-FA-47,,71,True,Atlantic Coast,,['DB'],4,,20593,Georgia Tech,
1337,9576,97d1bb60-84c7-4ef3-8427-c882e8091781,Brad Wing,,bradwing,1520705101158,P,,P,,,Wing,16241,27059,nfl,,Brad,,540529,32,,3,1337,205,Active,brad,,,wing,,F37914BCC7BD,,1991-01-27,9999999,,#bradwing-NFL-FA-3,540529,75,True,Parkview Baptist (LA),,['P'],10,,14854,LSU,
